0	-23431.2
10	-5138.17
20	-5138.17
30	-5138.17
40	-5138.17
50	-5138.17
60	-5138.17
70	-5138.17
80	-5138.17
90	-5138.17
100	-5138.17
110	-5138.17
120	-5138.17
130	-5138.17
140	-5138.17
150	-5138.17
160	-5138.17
170	-5138.17
180	-5138.17
190	-5138.17
200	-5138.17
